,size,html_len,number_of_links,number_of_buttons,number_of_inputs,number_of_ul,number_of_ol,number_of_lists,number_of_h1,number_of_h2,total_h1_len,total_h2_len,avg_h1_len,avg_h2_len,number_of_images,number_of_tags,number_of_unique_tags,textdata
1813,256297,51244,138,3,11,2,0,2,1,1,63,8,63.0,8.0,54,603,30,on snl alec baldwin’s trump calls san juan mayor “nasty woman” comments
1814,274857,54956,150,3,11,3,0,3,1,1,51,8,51.0,8.0,59,663,30,2017 fantasy football tight end rankings â week 5 comments
1815,257287,51442,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,paul ryan is the last person to blame mass shootings on mental illness comments
1816,268392,53663,139,3,11,2,0,2,1,1,36,8,36.0,8.0,54,614,30,the curious case of lichfield ladies comments
1817,292467,58478,138,3,11,2,0,2,1,1,31,8,31.0,8.0,56,662,32,what is the perfect golf swing comments
1818,291332,58251,140,3,11,6,0,6,1,1,108,8,108.0,8.0,56,644,32,103 trspnc park era bucs win a couple lose a couple playoff games roberto pops finales game stories comments
1819,313287,62642,148,3,11,2,0,2,1,1,25,8,25.0,8.0,59,773,32,a staten island sensation comments
1820,257252,51435,138,3,11,2,0,2,1,1,62,8,62.0,8.0,54,603,30,un allegedly nixed a report that predicted the rohingya crisis comments
1821,387084,64501,148,3,11,2,0,2,1,1,21,8,21.0,8.0,53,628,30,redemption for ravens comments
1822,368977,73780,169,3,11,3,0,3,1,1,52,8,52.0,8.0,57,715,32,the durham bulls in 2017 â part 2 â the pitchers comments
1823,362982,60484,140,3,11,2,0,2,1,1,44,8,44.0,8.0,53,609,30,sb54 – the california values act full text comments
1824,368946,61478,137,3,11,3,1,4,1,1,85,8,85.0,8.0,54,633,33,week 4 rankings 2017 top 20 tight ends does anyone want to emerge as trustworthy comments
1825,306517,61288,141,3,11,2,0,2,1,1,37,8,37.0,8.0,55,675,33,doesn’t pay to be ordinary on defense comments
1826,263642,52713,145,3,11,2,0,2,1,1,71,8,71.0,8.0,56,613,30,antonio brown tweets out apology for ânoiseâ and âdistractionsâ comments
1827,256597,51304,138,3,11,2,0,2,1,1,49,8,49.0,8.0,54,603,30,hundreds injured as police shut down catalan vote comments
1828,113532,18909,48,1,2,5,0,5,2,0,105,0,52.5,0.0,7,192,24,we cant find that page yet feel free to let us know about it maybe we have what youre looking for here
1829,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1830,369090,61502,140,3,11,2,0,2,1,1,64,8,64.0,8.0,54,618,32,babers fuente richt mendenhall all proving to be smart hires comments
1831,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1832,357967,71578,137,3,11,2,0,2,1,1,62,8,62.0,8.0,59,1506,32,chicitysports fantasy review week 4 fantasy football rankings comments
1833,235614,39256,42,0,5,2,0,2,2,1,65,29,32.5,29.0,15,301,30,a swiss couple who disappeared from their farm in the alps during world war ii have finally been found 75 years later mummified in a glacier swiss couple missing 75 years found frozen in alps post navigation subscribe to our mailing list
1834,274777,54940,145,3,11,3,0,3,1,1,54,8,54.0,8.0,59,673,30,2017 fantasy football running back rankings â week 5 comments
1835,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1836,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1837,264582,52901,145,3,11,2,0,2,1,1,94,8,94.0,8.0,56,613,30,former steelers safety ryan clark says antonio brown not the team player heâs made out to be comments
1838,308542,61693,145,3,13,7,0,7,1,1,86,8,86.0,8.0,61,682,34,106 hbd eddie tom gene jeff joel radhames chiefs triples 20 for smiley more comments
1839,256977,51380,138,3,11,2,0,2,1,1,48,8,48.0,8.0,54,603,30,black students kicked out of team for takeaknee comments
1840,271687,54322,138,3,11,3,0,3,1,1,70,8,70.0,8.0,54,630,32,tuesday os open last home set trevo v kevin glausman lineup notes comments
1841,280142,56013,144,3,11,2,0,2,1,1,49,8,49.0,8.0,55,682,32,judges topps now card sold better than expected comments
1842,267452,53475,145,3,11,2,0,2,1,1,35,8,35.0,8.0,58,625,31,jets photos â jets 23 jaguars 20 comments
1843,256647,51314,138,3,11,2,0,2,1,1,53,8,53.0,8.0,54,603,30,ryan gosling guy on a boat give dating advice on snl comments
1844,287562,57497,144,3,13,6,0,6,1,1,68,8,68.0,8.0,60,663,33,securing your homeâs door secrets your locksmith wonât tell you comments
1845,363096,60503,140,3,11,2,0,2,1,1,65,8,65.0,8.0,53,609,30,respected liberal writer blames vegas shooting on white privilege comments
1846,260877,52160,139,3,11,2,0,2,1,1,30,8,30.0,8.0,53,616,31,ravens vs steelers – thursday comments
1847,261587,52302,141,3,11,2,0,2,1,1,62,8,62.0,8.0,53,610,30,president donald trump’s schedule for monday october 10 2017 comments
1848,257282,51441,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,trump tried to say puerto rico with a spanish accent — it was horrible comments
1849,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1850,288382,57661,139,3,11,5,0,5,1,1,73,8,73.0,8.0,55,630,32,108 hbd tom donie danny catfish spanky hans 2 cannonball coming comments
1851,303607,60706,137,3,11,2,0,2,1,1,95,8,95.0,8.0,54,641,32,10 important stories from 092717 box scores bogaerts leads off marte’s strong finish more comments
1852,257152,51415,138,3,11,2,0,2,1,1,64,8,64.0,8.0,54,603,30,trump responds to puerto rico’s plea for help with a golf trophy comments
1853,257147,51414,138,3,11,2,0,2,1,1,54,8,54.0,8.0,54,603,30,prankster arrested after crashing theresa mays speech comments
1854,294532,58891,140,3,11,6,0,6,1,1,71,8,71.0,8.0,56,643,32,929 through the 40s hbd cannonball paul camnitz clan game stories comments
1855,400356,66713,152,3,11,2,1,3,1,1,36,8,36.0,8.0,53,670,34,smacktalk ravens will roast raiders comments
1856,279397,55864,137,3,11,2,0,2,1,1,59,8,59.0,8.0,54,602,30,chicago bears secondary comes up big in win over pittsburgh comments
1857,2163,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
1858,268507,53686,136,3,11,2,0,2,1,1,70,8,70.0,8.0,53,596,31,missing link music signs bluegrass songwriter of the year daryl mosley comments
1859,353904,58971,139,3,11,2,0,2,1,1,30,8,30.0,8.0,54,603,30,acid attacks hell in a bottle comments
1860,275762,55137,144,3,11,2,0,2,1,1,59,8,59.0,8.0,54,628,33,louisville’s first move should be to let go of rick pitino comments
1861,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1862,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1863,285932,57171,146,3,11,5,0,5,1,1,70,8,70.0,8.0,58,639,32,jetnation tuesday tidbits jets maye have something with safety tandem comments
1864,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1865,311512,62287,149,3,11,2,0,2,1,1,76,8,76.0,8.0,60,665,31,the experience of seeing the chicago bears play the pittsburgh steelers live comments
1866,293582,58701,137,3,11,3,1,4,1,1,44,8,44.0,8.0,54,655,33,week 5 rankings 2017 top 40 running backs comments
1867,316042,63193,150,3,13,5,0,5,1,1,93,8,93.0,8.0,59,729,36,start âem or sit âem 2017 week 5 carson wentz marshawn lynch latavius murray more comments
1868,217404,36221,41,0,5,2,0,2,2,1,50,29,25.0,29.0,13,284,30,crazy stuff dahboo7 was tooling around on google earth which also contains data on the planets of the solar system why is there a base on google mars post navigation subscribe to our mailing list
1869,362520,60407,141,3,11,2,0,2,1,1,46,8,46.0,8.0,53,610,30,kaepernick when taking a knee is all about me comments
1870,318907,63766,154,3,11,3,0,3,1,1,57,8,57.0,8.0,68,676,32,passing game film review â mcfrown â week 4 jaguars comments
1871,362112,60339,140,3,11,2,0,2,1,1,63,8,63.0,8.0,53,609,30,sponsors leave nfl over anthem protests others feeling pressure comments
1872,257297,51444,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,neonazi dennis mothersbaugh proudly wears ‘god guns trump’ tshirt comments
1873,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1874,352134,58676,138,3,11,2,0,2,1,1,67,8,67.0,8.0,54,603,30,trump told staff to portray him as crazy while dealing with korea comments
1875,270067,53998,140,3,11,2,0,2,1,1,55,8,55.0,8.0,54,609,31,st louis cardinals plunk anthony rizzo in first at bat comments
1876,216234,36026,40,0,5,2,0,2,2,1,70,29,35.0,29.0,13,279,30,woman head infested with worms – how is this possible post navigation subscribe to our mailing list
1877,265387,53062,137,3,11,2,0,2,1,1,49,8,49.0,8.0,53,604,31,dave doeren has finally gotten that signature win comments
1878,503466,83898,174,3,23,4,0,4,1,1,120,8,120.0,8.0,86,799,35,did vegas shooter stephen paddock believe that he was justified in shooting conservatives because they ‘deserve to die’ comments
1879,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1880,351924,58641,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,‘take a knee’ how one nfl players resistance evolved into a movement comments
1881,273402,54665,141,3,11,2,0,2,1,1,50,8,50.0,8.0,54,652,33,blue ribbon preseason top 25 includes six from acc comments
1882,301097,60204,146,3,11,2,0,2,1,1,45,8,45.0,8.0,59,658,31,for second week in row jets youngsters shine comments
1883,226128,37675,43,0,5,2,0,2,2,1,66,29,33.0,29.0,13,300,29,kids tell their moms what they really think of them there is a lot of pressure in the world today to be the provider caretaker wife homemaker and kids tell their moms what they really think of them post navigation subscribe to our mailing list
1884,257372,51459,138,3,11,2,0,2,1,1,66,8,66.0,8.0,54,603,30,las vegas shooting makes country guitarist change his mind on guns comments
1885,351972,58649,138,3,11,2,0,2,1,1,66,8,66.0,8.0,54,603,30,trump adviser nfl players should thank god they aren’t being shot comments
1886,385266,64198,142,3,11,2,0,2,1,1,70,8,70.0,8.0,53,627,31,president trump delivers weekly address 92917 video and transcript comments
1887,233298,38870,44,0,5,2,0,2,2,1,85,29,42.5,29.0,13,304,32,this man might be the first head transplant recipient this is crazy this man might be the first head transplant recipient – this is crazy post navigation subscribe to our mailing list
1888,352320,58707,138,3,11,2,0,2,1,1,61,8,61.0,8.0,54,603,30,royal caribbean sends cruise to help hurricane relief efforts comments
1889,293482,58681,140,3,11,6,0,6,1,1,110,8,110.0,8.0,56,646,32,926 expo parkforbes field era hbd bob joe bobby steve brian larry let go leftys nono game stories comments
1890,257192,51423,139,3,11,2,0,2,1,1,8,8,8.0,8.0,53,602,30,34 yards comments
1891,371178,61850,140,3,11,3,1,4,1,1,38,8,38.0,8.0,54,649,33,week 4 rankings 2017 top 15 kickers comments
1892,232584,38751,44,0,5,2,0,2,2,1,92,29,46.0,29.0,13,297,31,when you see how thug this cat is you will want him on your side thuglife gato malo is not playing around i said clean off this table when you see how ‘thug’ this cat is you will want him on your side thuglife post navigation subscribe to our mailing list
1893,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1894,273777,54740,150,3,11,3,0,3,1,1,48,8,48.0,8.0,59,658,30,2017 fantasy football kicker rankings â week 5 comments
1895,253492,50683,136,3,11,2,0,2,1,1,39,8,39.0,8.0,53,597,30,helicopter money coming michael pento comments
1896,371178,61850,145,3,11,2,0,2,1,1,47,8,47.0,8.0,54,623,30,shannon bream to get primetime show on fox news comments
1897,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1898,256912,51367,138,3,11,2,0,2,1,1,69,8,69.0,8.0,54,603,30,celebrities tweeting geeky photos to help raise funds for puerto rico comments
1899,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1900,256562,51297,138,3,11,2,0,2,1,1,61,8,61.0,8.0,54,603,30,jimmy kimmel weeps as he talks about shooting in his hometown comments
1901,362244,60361,140,3,11,2,0,2,1,1,59,8,59.0,8.0,53,609,30,spacex to launch and land two falcon 9 rockets this weekend comments
1902,363480,60567,142,3,11,2,0,2,1,1,37,8,37.0,8.0,54,615,30,deep state exam – af branco cartoon comments
1903,270782,54141,144,3,11,2,0,2,1,1,64,8,64.0,8.0,57,622,31,pair of jets recognized for outstanding performances vs dolphins comments
1904,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1905,299787,59942,147,3,11,2,0,2,1,1,53,8,53.0,8.0,59,652,31,young guns step up in jets 206 victory over dolphins comments
1906,263382,52661,142,3,11,2,0,2,1,1,31,8,31.0,8.0,57,614,30,tailgating â dolphins vs jets comments
1907,256537,51292,138,3,11,2,0,2,1,1,51,8,51.0,8.0,54,603,30,does christopher columbus really deserve a holiday comments
1908,359298,59870,145,3,11,2,0,2,1,1,62,8,62.0,8.0,56,613,30,steelers gab 2017 week 4 nfl preview – pittsburgh at baltimore comments
1909,260872,52159,139,3,11,2,0,2,1,1,30,8,30.0,8.0,53,616,31,ravens vs steelers – thursday comments
1910,271052,54195,138,3,11,2,0,2,1,1,53,8,53.0,8.0,54,606,31,brandon saad is the spark the chicago blackhawks need comments
1911,257417,51468,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,this high school is threatening to ban players who kneel during anthem comments
1912,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1913,294532,58891,140,3,11,6,0,6,1,1,71,8,71.0,8.0,56,643,32,929 through the 40s hbd cannonball paul camnitz clan game stories comments
1914,253632,50711,136,3,11,2,0,2,1,1,55,8,55.0,8.0,53,597,30,president trump says las vegas shooting live updates comments
1915,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1916,257117,51408,138,3,11,2,0,2,1,1,66,8,66.0,8.0,54,603,30,dems call for action against guns not just ‘thoughts and prayers’ comments
1917,351930,58642,138,3,11,2,0,2,1,1,62,8,62.0,8.0,54,603,30,for the first time us calls out myanmars rohingya atrocities comments
1918,308542,61693,145,3,13,7,0,7,1,1,86,8,86.0,8.0,61,682,34,106 hbd eddie tom gene jeff joel radhames chiefs triples 20 for smiley more comments
1919,298922,59769,140,3,11,3,1,4,1,1,45,8,45.0,8.0,54,687,33,week 4 rankings 2017 top 50 wide receivers comments
1920,271332,54251,144,3,11,2,0,2,1,1,64,8,64.0,8.0,57,622,31,jets release tight end will tye practice squad rb marcus murphy comments
1921,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1922,267372,53459,144,3,11,2,0,2,1,1,58,8,58.0,8.0,56,619,31,playing with heavy heart jetsâ ealy dominates on dline comments
1923,295202,59025,140,3,11,2,0,2,1,1,75,8,75.0,8.0,54,685,33,ranking the power 5 football conferences after week 3 with playoff analysis comments
1924,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1925,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1926,256927,51370,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,king salman’s favorite golden escalator betrays him on visit to moscow comments
1927,375162,62514,137,3,11,2,0,2,1,1,55,8,55.0,8.0,54,604,31,john fox’s future rests on the arm of mitchell trubisky comments
1928,2158,421,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
1929,2163,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
1930,274207,54826,145,3,11,3,0,3,1,1,54,8,54.0,8.0,59,668,30,2017 fantasy football running back rankings â week 4 comments
1931,261587,52302,141,3,11,2,0,2,1,1,62,8,62.0,8.0,53,610,30,president donald trump’s schedule for monday october 10 2017 comments
1932,257127,51410,138,3,11,2,0,2,1,1,67,8,67.0,8.0,54,603,30,sticker proclaiming ‘kkk wants you’ found at a portland high school comments
1933,286662,57317,145,3,11,2,0,2,1,1,107,8,107.0,8.0,54,663,32,souleye new age hip hop rapper announces the eagerly awaited album wildman releasing september 22 2017 comments
1934,371124,61841,138,3,11,2,0,2,1,1,41,8,41.0,8.0,54,618,32,fsu opponent preview university of miami comments
1935,372588,62085,144,3,11,2,0,2,1,1,46,8,46.0,8.0,53,620,30,democrats fighting losing battle on tax reform comments
1936,257482,51481,138,3,11,2,0,2,1,1,65,8,65.0,8.0,54,603,30,pat robertson blames lv shooting on people who ‘disrespect’ trump comments
1937,330647,66114,159,3,13,3,0,3,1,1,40,8,40.0,8.0,58,735,36,twominute drill believe in the chiefs comments
1938,411612,68589,148,3,11,2,0,2,1,2,35,51,35.0,25.5,55,645,31,the strange case of stephen paddock emigrate while you still can learn more comments
1939,322627,64510,155,3,11,2,0,2,1,1,26,8,26.0,8.0,60,741,32,hey mr girardi respect comments
1940,268097,53604,141,3,13,3,0,3,1,1,59,8,59.0,8.0,59,629,32,australia successfully reformed gun laws why can’t the us comments
1941,273682,54721,149,3,11,3,0,3,1,1,51,8,51.0,8.0,59,658,30,2017 fantasy football tight end rankings â week 4 comments
1942,263657,52716,136,3,11,2,0,2,1,1,89,8,89.0,8.0,53,596,31,carl thornton prepares to light up the dancefloor with his summer anthem lets go crazy comments
1943,303427,60670,142,3,11,2,0,2,1,1,20,8,20.0,8.0,57,684,32,bottom 5 yinzerisms comments
1944,373992,62319,147,3,11,2,0,2,1,1,65,8,65.0,8.0,56,633,31,bubble boobed bimbo kim kardashian trashes trump over puerto rico comments
1945,364590,60752,141,3,11,2,0,2,1,1,76,8,76.0,8.0,53,610,30,tampa bay lightning player thrusts ‘black power’ fist in air during nhl game comments
1946,364548,60745,141,3,11,2,0,2,1,1,82,8,82.0,8.0,53,610,30,houston texans suffer devastating blow with jj watt injury during loss to chiefs comments
1947,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1948,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1949,234594,39086,43,0,5,2,0,2,2,1,84,29,42.0,29.0,13,292,28,a recent study has concluded that secondborn children are more likely to end up getting in trouble at school or having issues with the law later in life study finds that secondborn children are more likely to be criminals post navigation subscribe to our mailing list
1950,357768,59615,140,3,11,2,0,2,1,1,58,8,58.0,8.0,53,609,30,4 pm hurricane nate update moves landfall west to gulfport comments
1951,290037,57992,140,3,11,6,0,6,1,1,74,8,74.0,8.0,56,646,32,107 postseason bad day at the shop0for3 in ws 1for5 in playoffs comments
1952,264642,52913,136,3,11,2,0,2,1,1,52,8,52.0,8.0,53,596,31,leks returns to music and is doing amazing things comments
1953,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
1954,256922,51369,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,king salman’s favorite golden escalator betrays him on visit to moscow comments
1955,363528,60575,140,3,11,2,0,2,1,1,73,8,73.0,8.0,53,609,30,pence hosts the first meeting of the national space council live stream comments
1956,359256,59863,145,3,11,2,0,2,1,1,65,8,65.0,8.0,56,613,30,steelers gab 2017 week 5 nfl preview – jacksonville at pittsburgh comments
1957,267242,53433,142,3,11,2,0,2,1,1,56,8,56.0,8.0,57,618,30,ny jets podcast jets win two in a row on to cleveland comments
1958,373752,62279,143,3,11,2,0,2,1,1,63,8,63.0,8.0,54,619,31,jake arrieta says he feels “good” ahead of game 4 start in nlds comments
1959,263572,52699,145,3,11,2,0,2,1,1,64,8,64.0,8.0,56,613,30,steelers gab 2017 week 4 nfl preview â pittsburgh at baltimore comments
